Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,4.98914705008795,6.53962155930654,7.34928370991388,3.73342981480116,2.53036748341555,5.57205431786608,2.06622683307187,2.73631713114477,1.0704805409577,1.6064408216437,3.18839220759929,-2.82944175083414,3.37134013864878,5.54707320845887,4.77010423562747,2.05751250927504,5.18612306592112,4.65364459207933,2.48248006349694,-0.885194367284043,-1.76116526124848,-0.237313510787615,2.49147776103436,4.34005008072795,4.03137114320549,1.52004647491681,4.25835002580916,2.02615692668124,5.99535747169281,6.82833733862134,1.09857810315891,2.99477008776157,3.16067617676552,5.60703729384289,3.78491173153148,4.82019027182604,2.99005672469717,1.31049050995512,-6.16277732421707,5.5509714764715,4.54059569646923,1.40958689119881,2.67932819619236,2.19036517668904,-2.33190270093574,0.630807753170174,5.11769073637507,2.32845035161027,1.88513440259763,-7.39456195681188,8.88043011274962,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,2.66527306014569,5.43747310113869,5.46415708609504,-4.35892150478003,-0.353182965538181,5.02975823502463,4.03363030679311,5.13652065882839,-0.640552157277355,-2.25658716001955,4.29112493442518,1.17487055478074,3.20157829955465,8.09738572000995,4.16890118431688,3.50418224818382,3.62145567455387,5.7841678063713,2.31716765828796,1.32650120599766,0.326856992820026,3.46742108058461,2.27874670494673,4.4667739450144,3.35131444343145,4.34076024119567,5.41831721848227,5.91277557762027,4.16657937352409,3.82054470736794,1.52217212333935,1.47268313945843,1.92275391566498,3.84474318649144,2.75280771442669,3.76105525607436,0.320344186601645,-2.68332447730599,-1.07454526658221,4.31337611077947,2.04902757413863,3.85055803084732,1.41099827326165,3.34950618036285,3.54241620771083,1.05848426645964,2.70757763143001,2.90935931348406,2.26257211418115,-3.43109013353948,5.22658362230924,..,..
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,359930676308.44,377888147027.844,402600601760.941,432188862202.173,448324330039.879,459668583107.449,485281566240.361,495308584177.971,508861797818.863,514309064344.882,522571135103.932,539232752454.749,523975475822.622,541640471355.706,571685664828.448,598955666940.905,611279254713.226,642980949139.1,672902997306.812,689607680061.627,683503311721.363,671465688835.844,669872210035.933,686561927176.328,716359058650.991,745238151023.186,756566117267.549,788783350717.475,804765339214.545,853013898108.739,911260564616.927,921271473642.531,948861436162.258,978851873525.553,1033736463125.61,1072862475791.57,1124576488479.75,1158201963397.9,1173380090214.34,1101067288087.74,1162187219186.24,1214957442045.53,1232083322882.25,1265094878752.82,1292805076429.09,1262658119934.01,1270623065250.59,1335649624155.16,1366749562525.08,1392514628725.6,1289544271746.81,1404061349572.25,..,..
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,United States,USA,..,..,..,..,..,..,..,..,..,..,4622032752746.58,4745222546536.64,5003242746093.74,5276627789138.96,5046623725710.98,5028799910376.96,5281736387992.06,5494782107663.03,5777022725780.74,5740017882084.35,5610489375574.41,5851242484112.96,5919987009147.62,6109520028568.95,6604231430923.44,6879555313262.23,7120627469303.56,7378497836854.49,7805282533327.63,7986144015827.9,8092080312510.56,8118529842876.62,8400033458082.07,8591448943722.54,8975209546639.96,9275997040504.74,9678645832013.46,10203065565645.4,10806349934579.4,11256605081984.4,11686668711673.5,11864559924949.6,12039287298535.3,12270773166486,12742552881734.3,13093330860477.6,13585778269000.8,13629299519890.2,13263581189787.6,13121058005933.4,13687018587442.9,13967469372377.1,14505294886001.3,14709964346374.3,15202675511285.2,15741217552602.7,15907835863746.2,16338552869237.6,16813900078827.3,17194326693317.1,16604373846614.1,17472215330668.3,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,72813405792.979,82540074803.1372,94594018541.1931,108853220752.36,130300699441.531,142299320260.93,169587243281.556,172928924570.218,178269617714.645,191743093496.353,214404335508.484,242067103539.987,247981525152.039,271587806328.52,284164279411.279,292849550899.448,305503418948.486,350492297585.742,411373827008.349,456635924751.66,476490914416.521,493079430812.46,474795687711.267,463838655943.066,464531000449.987,487002257397.656,503453648901.46,524636725019.66,506432888985.112,543216259522.928,594887229501.588,588967627996.841,612667211133.26,717858399300.598,830510057055.49,942451741528.425,1079174453118.7,1201559846459.22,1256320538358.36,1109323073807.75,1315286418564.75,1463468029828.34,1493524755405.91,1510396066099.5,1474341898956.82,1262658119934.01,1239270214986.99,1348743929675.13,1402394816088.41,1421442205127.79,1329216366775.64,1605547834422.99,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,933692628169.104,1009814317160.75,1114140382551.79,1245860075443.47,1309179007769.07,1410495710862.61,1571823443992.07,1750494017517.24,1979576230643.81,2142037722730.51,2298862154264.31,2627857825740.3,2790093315945.4,2985644590356.31,3368501841637.32,3608128281405.94,3807525077381.89,4058367637312.88,4440661070801.72,4723759474100.79,4968811426220.28,5131527299974.18,5436951985204.29,5690464526236.49,6079147697995.3,6419103361004.81,6822665631685.81,7308349275122.84,7800487715538.62,8255236998659.39,8794138409420.54,9087323150609.16,9349459329790.41,9734670026188.77,10404890989299,11068418255750.9,11852135464350.7,12207641597201.4,12214101693747.1,12009894039948.5,12722091661665.9,13296413540065.9,14049366650049.1,14448714729140.7,15165776173714.4,15741217552602.7,16012842178567.7,16734705033537.7,17602894205765.3,18261844597577.2,17860069690350.5,19593000990250.4,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,1.93904515283809,5.31001077587501,6.04480420489782,2.29534996472765,1.04487991091797,4.19202943552084,0.878751600943488,1.7186947275684,0.0751209307356504,0.304541917150615,1.92348610488389,-3.97855773020275,2.35456094053967,4.55536061630303,3.81710274720683,1.04804542450225,3.80869185279249,3.30543886229329,0.660143064306368,-2.36830111131007,-2.9744844671884,-1.41121870966437,1.37133334297033,3.2034927033862,2.9604366683579,0.464372621048128,3.22737378479074,1.18293613136191,5.13727418490583,5.83808292440511,0.00638831706756093,1.88352797693551,2.23718607733292,4.62715651514375,2.80661903294732,3.76314134773921,1.99521548589574,0.218344750481549,-7.23081460837585,4.38442285020901,3.52585611291983,0.316497875692619,1.60340044001785,1.17211451941492,-3.07165764410232,-0.501451763300622,3.8685574457342,0.872312038732986,0.40669812432499,-8.39332168560752,8.27900596199962,..,..
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,1.37541267512434,4.31476112768019,4.46231503023941,-5.22877616110257,-1.33085890325273,4.03647109543408,2.99253349289472,4.02840341163919,-1.73103153419201,-3.19003729034304,3.27260188099659,0.214935625402802,2.26222640290527,7.16549985053565,3.24990804539065,2.55204014948754,2.69938385769741,4.82799616210248,1.35542715627139,0.188306771263626,-1.00485402809414,2.04235110905206,0.938871080116144,3.19352483986455,2.12791880757082,3.13388180696342,4.15673226345122,4.68530327878955,2.97723475668043,2.67166591209754,0.522321304362492,0.535576086680223,1.05050028426712,2.88811030580763,1.81007288581921,2.7653435259615,-0.629235037364779,-3.59946955038079,-1.93798633693126,3.45155479826707,1.31003750303607,3.09149803417333,0.710790282760513,2.59435305666548,2.78291822591162,0.328784788967695,2.05985535744534,2.36903150698295,1.79794621085512,-4.36232329360638,5.06114746552046,..,..
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,16879.1350735528,17206.4291240375,18120.0923646672,19215.416469858,19656.4775250211,19861.8641098742,20694.4792998033,20876.3323679572,21235.1327916749,21251.084821071,21315.8032822004,21725.8097964779,20861.435911371,21352.6311329758,22325.3204821519,23177.5009035988,23420.4116413329,24312.4229514069,25116.0552280078,25281.8571246228,24683.1066213806,23948.911448908,23610.9399297801,23934.7246216259,24701.4717784552,25432.7432066087,25550.8459028417,26375.4672053023,26687.4721366893,28058.4807533714,29696.5581270815,29698.4552373728,30257.8339504864,30934.7579989291,32366.1576691205,33274.5524104958,34526.7208505303,35215.6033317121,35292.4947529373,32740.5598866816,34176.0444756397,35381.0426289382,35493.0228772567,36062.1181622463,36484.8074852345,35364.1191071783,35186.7851083396,36548.0061035628,36866.8187607211,37016.7554211192,33909.8200610501,36717.2160856078,..,..
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,United States,USA,..,..,..,..,..,..,..,..,..,..,22540.7835707361,22850.8123650403,23836.7703343262,24900.4421196785,23598.4537381156,23284.3916155119,24224.2593528198,24949.1784273586,25954.2319823022,25504.9560422312,24691.3384335985,25499.3876396196,25554.1949079167,26132.2886521735,28004.7977564865,28914.92793187,29652.8485018867,30453.2927076941,31923.5765108554,32356.2773361366,32417.2063972894,32091.4607930106,32746.8810984277,33054.3320947008,34109.9304007964,34835.7620250443,35927.4736334642,37420.8825214293,39174.1643571578,40340.4711940383,41418.2338117089,41634.5700707981,41857.5548718895,42297.2686048059,43518.8603784565,44306.5834703844,45531.8127079574,45245.3105892516,43616.7194116163,42771.4333488015,44247.7128088397,44827.3744408712,46213.2118404822,46541.6908595959,47749.1466390356,49077.9663435706,49239.327231643,50253.586151594,51444.1094409141,52369.0468573152,50084.5397276189,52619.3921406608,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,3414.62229379943,3758.30773778752,4257.4510460599,4839.68966757762,5712.94618304379,6148.6250438164,7231.92459748737,7288.63141217861,7439.30674520618,7922.76284093085,8745.60482113271,9752.93845849138,9873.07790701746,10706.574850716,11097.1098240504,11332.2589721154,11704.9871632971,13252.8296390807,15354.4980477887,16740.8289398833,17207.3431729863,17586.4766020718,16735.0911017312,16170.2099394322,16017.9441570004,16619.9265784073,17002.6998417053,17542.8889604055,16794.2292682291,17868.2000334765,19386.4454096933,18986.1829403748,19537.081005585,22686.5539725433,26003.1646471795,29229.8971913554,33132.7886306989,36533.9174595096,37787.1470445015,32986.0481049786,38678.1805865567,42617.9740602834,43024.4508036713,43054.542645188,41608.0361468204,35364.1191071783,34318.5449237169,36906.3117171091,37828.3168572496,37785.7276089272,34953.0363610614,41986.2328595884,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,4553.44316646072,4862.80195684674,5308.05914620474,5879.22209742611,6121.83549416457,6530.88909661212,7209.04186938826,7948.15640062496,8893.57427788849,9517.84107320659,10117.1180735584,11452.0574975826,12043.7069028654,12770.5164862626,14283.9047668285,15165.045482616,15855.9010106145,16750.1109720742,18162.2872518976,19138.5568943266,19905.2628412457,20284.2399230542,21195.5370280152,21893.2226048749,23103.5614040243,24106.7732257446,25325.9747124502,26804.1872210244,28277.5950884838,29584.4215834984,31166.9381412414,31888.818031456,32505.7038024844,33555.3389578932,35535.1868984932,37454.4722469241,39721.62665009,40525.8197474918,40165.5509788941,39149.3111472822,41128.2745454572,42673.6792893905,44760.6451524069,45715.1083719593,47633.2517836041,49077.9663435706,49564.3519767542,51472.0580124208,53858.1299848776,55620.4038977132,53872.1530969868,59006.3585416509,..,..
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.25993146872576,4.12563546570765,3.03268636621398,3.97084282967319,6.64479000917372,8.3909144379611,8.41181631622512,9.16588257854853,7.22942473368935,8.83765063934301,10.4943512648211,8.98058446052236,8.46130736062138,8.22901051530269,10.4377218714901,10.5241891149439,11.7411523676917,11.3681692902437,10.1266397602635,4.47267751334087,6.69736386968561,8.43483318896238,8.12692593072351,8.29998869232896,8.97970282715066,5.42933414095474,4.69516194144029,6.1980899407001,5.87364364901771,6.03837023387838,3.86104745752944,7.61520074432484,..,..
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.53929636731237,6.65757270232654,6.81119681640432,5.92549286264015,7.24729138163481,7.40952504477585,8.2472931362547,9.61154748161511,9.81742029522057,9.23094999750424,8.70590032770531,7.60250752776341,6.4731900256223,5.55921392260875,5.67825311276378,5.40876105645498,6.78009151293188,4.77853200825538,1.76017757679982,0.846583678129967,2.84952871112346,3.96933221503564,5.95589655861557,7.3429277018746,8.18491467824656,7.58865592943314,6.2994089740002,6.98438319090852,6.84712804586711,6.88527940455043,5.75876528705945,4.37046038983705,..,..
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35971268010.7465,24433182103.9547,17379724145.9571,22211788579.6631,37155840068.4323,49094125174.8247,51283145595.3296,58175021297.4895,44292860321.7017,57938274200.8573,76108955826.3792,64496692825.3511,62732724788.1817,71881707776.0346,104853855960.393,120937245411.033,152435016866.254,164520196771.136,154955146236.02,60423912911.7927,106178658989.129,148406990816.417,145953077577.822,150932893661.115,159530900540.958,83213425278.2891,70865390856.941,100922976139.517,99616797084.8364,103838141682.032,62821130759.864,150337788113.907,..,..
"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,385968235558.241,405895563729.093,438332459648.687,399008942226.747,519648982764.584,561248626709.382,663569535760.436,825561572143.173,896866896798.569,894514870844.151,903991699380.828,816970552613.5,715431396845.534,641246764783.479,699426947066.63,712145389899.913,953713572158.578,695281329089.126,259064889550.507,122130438717.123,432332576207.611,629138282830.062,993181188733.671,1262126718488.9,1476811849215.82,1416112253201.18,1198177761023.82,1388883081463.54,1433607506267.76,1498549183556.76,1236542813992.44,1032176568888.06,..,..
"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.17379923444045,4.0412054356716,2.94705500141777,3.88527462737029,6.55909599570597,8.31353833068595,8.3417719181296,9.10721311973607,7.1736044895868,8.78446921458916,10.4442477792468,8.93000683776538,8.40959788482492,8.17637737777151,10.3870941931277,10.475188198958,11.6951877434753,11.3238602206086,10.0839365901026,4.42975300191705,6.65708452246386,8.39721309298223,8.09063802275421,8.26466665528986,8.94561556891837,5.39540387449816,4.66057614539989,6.16401103442186,5.84008130565188,6.00532497643442,3.82743705649688,7.58440770419639,..,..
"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.36801379757524,6.49196322934934,6.65086894932499,5.76948671886479,7.09571591207134,7.26269865195364,8.10659679116479,9.47674228675517,9.68978348681209,9.10528370476792,8.58131031432234,7.47576409042703,6.34482200116847,5.43277652839829,5.55843160189586,5.2917636873294,6.66816514492093,4.67196358838972,1.65619240536501,0.745057335652569,2.75687491477039,3.8793915565532,5.86993137373426,7.26097305300179,8.10795858648646,7.5143394375099,6.22751194366517,6.91702485995076,6.78096039525529,6.8193107835938,5.69015783378962,4.30463485067361,..,..
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35476328777.0951,23933163545.3448,16888987776.0574,21733143893.8319,36676662689.6387,48641407854.8957,50856115697.0731,57802651589.8615,43950863777.5457,57589624984.5074,75745586631.4573,64133454840.8822,62349347116.644,71421948998.9232,104345267270.258,120374158247.051,151838259576.317,163878955717.366,154301713692.386,59844021575.4918,105540078324.232,147745082618.168,145301375828.338,150290572634.19,158925315800.856,82693388452.5651,70343377775.1624,100368072180.703,99047580879.6067,103269882699.644,62274273094.5844,149729878001.273,..,..
"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375858641572.903,395798768185.356,428014609464.435,388503850439.167,508780641142.454,550126981146.654,652249238682.103,813982792678.73,885206682115.663,882337319492.786,891054687275.885,803350617919.229,701243876522.202,626662406074.889,684667761120.713,696740912574.416,937969581675.431,679775514233.2,243760236595.192,107483975445.473,418275074587.652,614882708247.54,978845982661.861,1248040082170.75,1462926589240.82,1402244119528.23,1184502601467.33,1375488506208.19,1419753750364,1484191418640.26,1221811174639.51,1016630476920.97,..,..
Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.391439530182483,0.355470508673977,0.410806231885544,0.409336100831485,0.543993408414112,0.45308321726233,0.550282472921122,0.405048578401979,0.474435994555055,0.483471178137977,0.438718869937211,0.486921122070309,..,..
Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.884610357664561,0.893922865396259,0.99665417275182,1.0579709959175,1.14379300298543,1.17066470930425,1.20543685436546,1.24379914818469,1.35458374778451,1.33834265677935,1.31608660792773,1.3690027862473,1.42527657189733,1.30991959889577,1.17809339874989,1.11160627596614,1.02101794479785,1.01722808247332,0.965470314423528,1.0657298589171,0.968020508539822,0.931222764948246,0.944962644665115,0.98774863036521,1.06453263983795,1.2675694152853,1.32486989068137,1.3054113337241,1.3400498266271,1.37589022227728,1.40957149716294,1.281305454788,..,..
